sentence	label	style
apparently designed as a reverie about memory and regret , but the only thing you 'll regret is remembering the experience of sitting through it .	0	Apposed to be built like a reverie about memory and remorse, but the only thing that you 'll regret is having to sit through it
it never rises to its clever what-if concept .	0	It's never gonna rise to its clever what-if concept
shallow , noisy and pretentious .	0	Shallow, noisy and pretentious.
demonstrates a vivid imagination and an impressive style that result in some terrific setpieces .	1	Demonstrates a vivid imagination and an impress style that results in some outstanding set pieces...
not a film for the faint of heart or conservative of spirit , but for the rest of us -- especially san francisco lovers -- it 's a spirited film and a must-see .	1	not a film for the faint of heart or conservative of spirit, but for the rest of us --especially san francisco lovers -- it's a spirited film and a must-see.
engages us in constant fits of laughter , until we find ourselves surprised at how much we care about the story , and end up walking out not only satisfied but also somewhat touched .	1	In constant fits of laughter,until we find ourselves surprised at how much we care about the story, end up walking out not only satisfied but also slightly touched.
a clever script and skilled actors bring new energy to the familiar topic of office politics .	1	Well a clever script and skilled actors bring new energy to the familiar topic of office politics...
it 's probably worth catching solely on its visual merits .	1	It's probably worth catching solely on its visual merits
an enjoyable feel-good family comedy regardless of race .	1	An enjoyable feel-good family comedy regardless of race.
a handsome but unfulfilling suspense drama more suited to a quiet evening on pbs than a night out at an amc .	0	Fully handsome but unfulfilling suspense drama more suited to a quiet evening on pbs than a night out at an amc.
a fine production with splendid singing by angela gheorghiu , ruggero raimondi , and roberto alagna .	1	A fine production with handsome singing by angela gheorghiu, ruggero raimondi, and roberto alagna.
it may scream low budget , but this charmer has a spirit that can not be denied .	1	This charmer may scream low budget but this time it has got a spirit that can not be denied
- style cross-country adventure ... it has sporadic bursts of liveliness , some so-so slapstick and a few ear-pleasing songs on its soundtrack .	1	- style cross country adventure... it's got sporadic bursts of liveliness, some so-so slapstick and a few ear-pleasing songs on its soundtrack.
a polished and vastly entertaining caper film that puts the sting back into the con .	1	Shinering chrome andatively polished caper film that's putting the sting back into the con
do n't wait to see this terrific film with your kids -- if you do n't have kids borrow some .	1	Don't wait to see this terrific movie with your kids -- If you do, borrow some.
could as easily have been called ` under siege 3 : in alcatraz ' ... a cinematic corpse that never springs to life .	0	Could as easily been ` under siege 3 : in alcatraz '... a cinematic corpse that never springs to life...
cedar somewhat defuses this provocative theme by submerging it in a hoary love triangle .	1	Cedar somewhat defaints this provocative theme by submerging it in a hoary love triangle...
is it a comedy ?	0	It's comedy? It's comedy!
as is often the case with ambitious , eager first-time filmmakers , mr. murray , a prolific director of music videos , stuffs his debut with more plot than it can comfortably hold .	0	As is often the case with ambitious, eager first-time filmmakers, mr. murray, a prolific director of music videos, gears his debut with more plot than it can comfortably hold.
